step,loss_function,target_value,elapsed_time
1100,2.18965e-08,4.59967e+00,430
1200,2.16851e-08,4.59967e+00,433
1300,2.15467e-08,4.59966e+00,436
1400,2.14185e-08,4.59948e+00,439
1500,2.13011e-08,4.59964e+00,441
1600,2.11673e-08,4.59976e+00,444
1700,2.11366e-08,4.59961e+00,447
1800,2.10440e-08,4.59958e+00,450
1900,2.10361e-08,4.59964e+00,453
2000,2.08875e-08,4.59966e+00,456
0,2.10598e-08,4.59985e+00,456
100,1.90680e-08,4.59970e+00,459
200,1.89973e-08,4.59971e+00,462
300,1.89277e-08,4.59963e+00,465
400,1.89243e-08,4.59975e+00,468
500,1.88679e-08,4.59967e+00,471
600,1.88529e-08,4.59962e+00,473
700,1.88926e-08,4.59963e+00,476
800,1.89572e-08,4.59960e+00,479
900,1.88550e-08,4.59956e+00,482
1000,1.88135e-08,4.59969e+00,485
1100,1.88474e-08,4.59966e+00,488
1200,1.88625e-08,4.59969e+00,491
1300,1.88717e-08,4.59946e+00,493
1400,1.88837e-08,4.59968e+00,496
1500,1.88601e-08,4.59962e+00,499
1600,1.88420e-08,4.59973e+00,502
1700,1.88974e-08,4.59960e+00,504
1800,1.89047e-08,4.59977e+00,507
1900,1.88453e-08,4.59974e+00,510
2000,1.89091e-08,4.59953e+00,513
0,2.14722e-08,4.59943e+00,513
100,1.96207e-08,4.59981e+00,516
200,1.95366e-08,4.59962e+00,519
300,1.95688e-08,4.59980e+00,522
400,1.95135e-08,4.59989e+00,525
500,1.95788e-08,4.59971e+00,527
600,1.95601e-08,4.59952e+00,530
700,1.95523e-08,4.59948e+00,533
800,1.95216e-08,4.59953e+00,536
900,1.95492e-08,4.59974e+00,539
1000,1.95181e-08,4.59960e+00,542
1100,1.95542e-08,4.59940e+00,544
1200,1.95475e-08,4.59961e+00,547
1300,1.95496e-08,4.59967e+00,550
1400,1.95316e-08,4.59962e+00,553
1500,1.95180e-08,4.59952e+00,556
1600,1.95039e-08,4.59962e+00,559
1700,1.95478e-08,4.59969e+00,561
1800,1.95164e-08,4.59980e+00,564
1900,1.94915e-08,4.59956e+00,567
2000,1.95536e-08,4.59959e+00,570
0,2.01184e-08,4.59966e+00,570
100,1.90598e-08,4.59964e+00,572
200,1.90740e-08,4.59951e+00,575
