step,loss_function,target_value,elapsed_time
1900,4.53276e-01,-1.39463e+01,646
2000,4.53737e-01,-1.39111e+01,649
0,3.64278e+00,-1.43374e+01,649
100,5.47008e-01,-1.45281e+01,651
200,5.35195e-01,-1.37177e+01,654
300,5.22508e-01,-1.44401e+01,657
400,5.16096e-01,-1.39154e+01,660
500,5.08351e-01,-1.50121e+01,662
600,5.00117e-01,-1.38193e+01,665
700,4.85565e-01,-1.44783e+01,668
800,4.73475e-01,-1.43964e+01,670
900,4.72855e-01,-1.41229e+01,673
1000,4.63158e-01,-1.48928e+01,676
1100,4.63743e-01,-1.42658e+01,679
1200,4.52354e-01,-1.56815e+01,681
1300,4.48708e-01,-1.52777e+01,684
1400,4.44816e-01,-1.49384e+01,687
1500,4.45006e-01,-1.50922e+01,690
1600,4.38930e-01,-1.43063e+01,692
1700,4.36478e-01,-1.58542e+01,695
1800,4.32562e-01,-1.48660e+01,698
1900,4.37531e-01,-1.54100e+01,701
2000,4.24034e-01,-1.54465e+01,703
0,3.51259e+00,-1.50228e+01,703
100,4.62132e-01,-1.56971e+01,706
200,4.46089e-01,-1.58288e+01,709
300,4.30641e-01,-1.50525e+01,711
400,4.21286e-01,-1.55683e+01,714
500,4.14871e-01,-1.55761e+01,717
600,4.05482e-01,-1.55454e+01,720
700,3.96795e-01,-1.51681e+01,722
800,3.90103e-01,-1.58033e+01,725
900,3.81222e-01,-1.58201e+01,728
1000,3.85613e-01,-1.55053e+01,730
1100,3.78189e-01,-1.51467e+01,733
1200,3.74367e-01,-1.55382e+01,736
1300,3.72210e-01,-1.54402e+01,738
1400,3.68464e-01,-1.59590e+01,741
1500,3.64050e-01,-1.60436e+01,744
1600,3.59334e-01,-1.57830e+01,746
1700,3.62701e-01,-1.56720e+01,749
1800,3.56700e-01,-1.57772e+01,752
1900,3.55199e-01,-1.55683e+01,755
2000,3.54539e-01,-1.62194e+01,757
0,3.33047e+00,-1.61504e+01,757
100,4.33839e-01,-1.67114e+01,760
200,4.18698e-01,-1.67902e+01,763
300,4.14618e-01,-1.66529e+01,766
400,3.97426e-01,-1.60766e+01,768
500,3.93660e-01,-1.59945e+01,771
600,3.86590e-01,-1.60728e+01,774
700,3.74696e-01,-1.64096e+01,776
800,3.72691e-01,-1.62123e+01,779
900,3.68317e-01,-1.67001e+01,782
1000,3.61580e-01,-1.67128e+01,784
1100,3.54522e-01,-1.62538e+01,787
1200,3.53135e-01,-1.67508e+01,790
1300,3.44393e-01,-1.70238e+01,793
1400,3.42504e-01,-1.68175e+01,795
1500,3.40787e-01,-1.65111e+01,798
1600,3.34999e-01,-1.66516e+01,801
1700,3.37407e-01,-1.73560e+01,803
1800,3.31005e-01,-1.66622e+01,806
1900,3.28058e-01,-1.65444e+01,809
2000,3.19825e-01,-1.72751e+01,812
0,3.28985e+00,-1.70117e+01,812
100,3.73464e-01,-1.67715e+01,815
200,3.58351e-01,-1.69112e+01,817
300,3.40968e-01,-1.73538e+01,820
400,3.35442e-01,-1.69288e+01,823
500,3.34111e-01,-1.74809e+01,826
600,3.25965e-01,-1.74517e+01,828
700,3.20827e-01,-1.84530e+01,831
800,3.17700e-01,-1.78274e+01,834
900,3.11565e-01,-1.72658e+01,836
1000,3.01418e-01,-1.77716e+01,839
1100,3.03940e-01,-1.69623e+01,842
1200,2.99198e-01,-1.75022e+01,844
1300,2.95995e-01,-1.78918e+01,847
1400,2.92416e-01,-1.74776e+01,850
1500,2.88852e-01,-1.71675e+01,853
1600,2.86508e-01,-1.83605e+01,855
1700,2.84679e-01,-1.75947e+01,858
1800,2.81295e-01,-1.80004e+01,861
1900,2.80946e-01,-1.76368e+01,863
2000,2.76911e-01,-1.74345e+01,866
0,3.14812e+00,-1.82410e+01,866
100,3.33224e-01,-1.83405e+01,869
200,3.22290e-01,-1.81155e+01,871
300,3.06066e-01,-1.77104e+01,874
400,3.00709e-01,-1.79079e+01,877
500,2.91765e-01,-1.77424e+01,879
600,2.85804e-01,-1.80814e+01,882
700,2.75347e-01,-1.86124e+01,885
800,2.73922e-01,-1.82913e+01,887
900,2.72561e-01,-1.79127e+01,890
1000,2.67177e-01,-1.83634e+01,893
1100,2.61507e-01,-1.82860e+01,895
1200,2.55865e-01,-1.87007e+01,898
1300,2.56766e-01,-1.84951e+01,901
1400,2.48651e-01,-1.91914e+01,903
1500,2.46473e-01,-1.84292e+01,906
1600,2.42949e-01,-1.86137e+01,909
1700,2.40582e-01,-1.87790e+01,912
1800,2.37980e-01,-1.97024e+01,914
1900,2.34795e-01,-1.87874e+01,917
2000,2.32625e-01,-1.87417e+01,919
0,3.02444e+00,-1.89568e+01,919
100,2.69170e-01,-1.90030e+01,922
200,2.55031e-01,-1.96356e+01,925
300,2.49307e-01,-1.90832e+01,927
400,2.43954e-01,-1.96636e+01,930
500,2.36004e-01,-1.92186e+01,933
600,2.28560e-01,-1.93503e+01,935
700,2.22239e-01,-1.96138e+01,938
800,2.21097e-01,-1.92463e+01,941
900,2.14225e-01,-1.89158e+01,944
1000,2.13103e-01,-1.92699e+01,946
1100,2.09356e-01,-1.93307e+01,949
1200,2.08173e-01,-1.92444e+01,952
1300,2.06206e-01,-1.95194e+01,955
1400,2.04097e-01,-1.93769e+01,957
1500,2.01733e-01,-1.95312e+01,960
1600,1.98962e-01,-1.92960e+01,963
1700,1.92637e-01,-1.94923e+01,965
1800,1.91754e-01,-1.96523e+01,968
1900,1.91608e-01,-2.01618e+01,971
2000,1.89286e-01,-1.97897e+01,973
0,3.02837e+00,-1.96843e+01,974
100,2.82387e-01,-1.98879e+01,976
200,2.69037e-01,-1.99948e+01,979
300,2.58183e-01,-1.97298e+01,982
400,2.49165e-01,-1.99178e+01,984
500,2.38792e-01,-2.00413e+01,987
600,2.33407e-01,-2.04256e+01,989
700,2.26869e-01,-2.01392e+01,992
800,2.19595e-01,-2.03332e+01,995
900,2.17659e-01,-2.02811e+01,998
1000,2.10914e-01,-2.03317e+01,1000
1100,2.05969e-01,-2.04249e+01,1003
1200,2.01839e-01,-2.06355e+01,1006
1300,1.97803e-01,-2.02912e+01,1008
1400,1.94818e-01,-2.03175e+01,1011
1500,1.91788e-01,-2.04734e+01,1014
1600,1.89219e-01,-2.04624e+01,1017
1700,1.85860e-01,-2.05788e+01,1019
1800,1.85111e-01,-2.06189e+01,1022
1900,1.80153e-01,-2.05196e+01,1025
2000,1.77867e-01,-2.05078e+01,1028
0,2.99928e+00,-2.08281e+01,1028
100,2.13034e-01,-2.08302e+01,1031
200,2.02197e-01,-2.11013e+01,1033
300,1.94355e-01,-2.09561e+01,1036
400,1.86594e-01,-2.12129e+01,1039
500,1.81271e-01,-2.08588e+01,1042
600,1.75875e-01,-2.11115e+01,1044
700,1.71246e-01,-2.11958e+01,1047
800,1.67341e-01,-2.11642e+01,1050
900,1.64704e-01,-2.10694e+01,1053
1000,1.59224e-01,-2.12035e+01,1055
1100,1.56076e-01,-2.11345e+01,1058
1200,1.55341e-01,-2.14200e+01,1061
1300,1.50894e-01,-2.13451e+01,1064
1400,1.48624e-01,-2.14286e+01,1067
1500,1.45313e-01,-2.15592e+01,1069
1600,1.43784e-01,-2.14300e+01,1072
1700,1.41356e-01,-2.17325e+01,1075
1800,1.40436e-01,-2.17107e+01,1077
1900,1.37496e-01,-2.16387e+01,1080
2000,1.36428e-01,-2.16964e+01,1083
0,2.83660e+00,-2.17608e+01,1083
100,1.99270e-01,-2.19811e+01,1086
200,1.88834e-01,-2.18120e+01,1088
300,1.80515e-01,-2.20204e+01,1091
400,1.73418e-01,-2.18596e+01,1094
500,1.67151e-01,-2.20682e+01,1097
600,1.61871e-01,-2.21551e+01,1099
700,1.55751e-01,-2.22122e+01,1102
800,1.51560e-01,-2.20110e+01,1105
900,1.46950e-01,-2.23231e+01,1108
1000,1.43083e-01,-2.22486e+01,1110
1100,1.40295e-01,-2.22146e+01,1113
1200,1.37299e-01,-2.22646e+01,1116
1300,1.33899e-01,-2.21964e+01,1118
1400,1.31559e-01,-2.25050e+01,1121
1500,1.29797e-01,-2.25965e+01,1124
1600,1.26913e-01,-2.24965e+01,1127
1700,1.25005e-01,-2.26456e+01,1129
1800,1.22442e-01,-2.26076e+01,1132
1900,1.20988e-01,-2.25096e+01,1135
2000,1.19446e-01,-2.27000e+01,1137
0,2.75777e+00,-2.26894e+01,1137
100,1.93650e-01,-2.29068e+01,1140
200,1.81712e-01,-2.28053e+01,1143
300,1.73984e-01,-2.27759e+01,1145
400,1.67510e-01,-2.28831e+01,1148
500,1.61900e-01,-2.30191e+01,1151
600,1.56557e-01,-2.30551e+01,1154
700,1.52189e-01,-2.31639e+01,1156
800,1.47580e-01,-2.29904e+01,1159
900,1.44386e-01,-2.32235e+01,1162
1000,1.40719e-01,-2.31956e+01,1164
1100,1.37809e-01,-2.30802e+01,1167
1200,1.35301e-01,-2.33208e+01,1170
1300,1.32162e-01,-2.32736e+01,1173
1400,1.30223e-01,-2.33946e+01,1175
1500,1.28008e-01,-2.33963e+01,1178
1600,1.26761e-01,-2.35219e+01,1181
1700,1.24960e-01,-2.34053e+01,1183
1800,1.22076e-01,-2.33660e+01,1186
1900,1.20594e-01,-2.35023e+01,1189
2000,1.19241e-01,-2.33968e+01,1191
0,2.75154e+00,-2.35117e+01,1191
100,1.81775e-01,-2.35458e+01,1194
200,1.69868e-01,-2.34874e+01,1197
300,1.61427e-01,-2.36517e+01,1199
400,1.54124e-01,-2.36998e+01,1202
500,1.47692e-01,-2.37730e+01,1205
600,1.42384e-01,-2.37505e+01,1207
700,1.36872e-01,-2.38905e+01,1210
800,1.32235e-01,-2.39025e+01,1213
900,1.28099e-01,-2.40131e+01,1215
