step,loss_function,target_value,elapsed_time
0,9.53712e-04,5.57797e-01,189
100,9.81160e-04,5.12704e-01,190
200,9.37734e-04,7.49452e-01,191
300,9.25430e-04,4.82407e-01,192
400,9.60753e-04,5.92212e-01,192
500,1.01378e-03,7.80288e-01,193
600,9.54752e-04,7.62257e-01,194
700,1.04087e-03,4.78065e-01,195
800,9.61349e-04,7.97435e-01,196
900,1.02565e-03,7.88336e-01,196
1000,1.05194e-03,6.16662e-01,197
0,1.04330e-03,5.68675e-01,197
100,8.29811e-04,3.56236e-01,198
200,7.49922e-04,5.90700e-01,199
300,7.80526e-04,9.20102e-01,199
400,7.77995e-04,5.01697e-01,200
500,7.88375e-04,5.17423e-01,201
600,7.57582e-04,6.83351e-01,201
700,7.71641e-04,4.07997e-01,202
800,7.33797e-04,6.97167e-01,203
900,7.50462e-04,6.77478e-01,204
1000,7.72013e-04,5.98872e-01,205
0,7.91726e-04,6.81649e-01,205
100,6.66647e-04,7.06147e-01,205
200,6.27633e-04,6.26489e-01,206
300,6.25101e-04,4.37781e-01,207
400,6.31703e-04,6.50889e-01,208
500,6.59665e-04,5.63017e-01,208
600,6.44313e-04,7.31225e-01,209
700,6.33158e-04,6.23756e-01,210
800,6.07228e-04,5.67008e-01,211
900,5.90961e-04,6.71076e-01,211
1000,6.37426e-04,5.76455e-01,212
0,7.69472e-04,6.87804e-01,212
100,6.36906e-04,6.31752e-01,213
200,6.02746e-04,6.85349e-01,214
300,6.16114e-04,8.41549e-01,214
400,6.06967e-04,5.67764e-01,215
500,5.96991e-04,6.62061e-01,216
600,5.97495e-04,8.00327e-01,217
700,6.16068e-04,7.27293e-01,217
800,6.12601e-04,4.04950e-01,218
900,5.99489e-04,4.57298e-01,219
1000,6.20380e-04,8.02815e-01,220
0,8.79806e-04,5.90512e-01,220
100,7.36404e-04,6.43553e-01,220
200,6.50452e-04,7.71679e-01,221
300,6.61305e-04,7.35084e-01,222
400,6.58414e-04,7.83529e-01,223
500,6.54246e-04,7.90885e-01,223
600,6.70897e-04,5.24018e-01,224
700,6.56777e-04,5.53577e-01,225
800,6.79109e-04,6.36750e-01,226
900,6.73639e-04,4.05635e-01,226
1000,6.54591e-04,7.05842e-01,227
0,9.41554e-04,7.23599e-01,227
100,7.31284e-04,6.73038e-01,228
200,6.92763e-04,6.65370e-01,229
300,6.95696e-04,7.71422e-01,229
400,7.22726e-04,3.93748e-01,230
500,7.08493e-04,6.63230e-01,231
600,6.81812e-04,6.07872e-01,232
700,7.06863e-04,7.30312e-01,233
800,6.87570e-04,7.19625e-01,233
900,7.06340e-04,6.74444e-01,234
1000,7.12749e-04,7.42280e-01,235
0,1.50487e-03,2.60264e-01,235
100,1.10758e-03,6.83936e-01,236
200,1.02029e-03,8.01624e-01,236
300,1.02205e-03,5.53343e-01,237
400,9.85078e-04,6.27168e-01,238
500,9.49234e-04,6.86073e-01,239
600,9.51723e-04,5.59326e-01,239
700,9.53885e-04,7.59831e-01,240
800,9.70643e-04,8.31802e-01,241
