step,loss_function,target_value,elapsed_time
15200,9.25253e+00,1.90680e+01,623
15300,9.35358e+00,1.90868e+01,627
15400,9.23404e+00,1.91047e+01,632
15500,9.11168e+00,1.91216e+01,636
15600,9.17686e+00,1.91375e+01,640
15700,9.19750e+00,1.91552e+01,644
15800,8.99596e+00,1.91720e+01,649
15900,9.03260e+00,1.91887e+01,653
16000,9.08617e+00,1.92062e+01,657
16100,9.10336e+00,1.92228e+01,661
16200,9.16257e+00,1.92366e+01,665
16300,9.03586e+00,1.92521e+01,670
16400,9.01937e+00,1.92661e+01,674
16500,8.99079e+00,1.92791e+01,678
16600,8.78973e+00,1.92935e+01,682
16700,8.80957e+00,1.93069e+01,686
16800,9.05975e+00,1.93214e+01,691
16900,8.89834e+00,1.93347e+01,695
17000,8.97326e+00,1.93484e+01,699
17100,8.88315e+00,1.93605e+01,703
17200,8.98100e+00,1.93727e+01,707
17300,9.01090e+00,1.93852e+01,711
17400,8.99110e+00,1.93976e+01,716
17500,9.04333e+00,1.94084e+01,720
17600,8.76684e+00,1.94198e+01,724
17700,8.85475e+00,1.94307e+01,728
17800,8.96937e+00,1.94419e+01,732
17900,9.05638e+00,1.94530e+01,736
18000,8.98849e+00,1.94630e+01,740
18100,8.90861e+00,1.94735e+01,744
18200,9.06211e+00,1.94840e+01,748
18300,8.81812e+00,1.94951e+01,753
18400,8.80181e+00,1.95043e+01,757
18500,8.77994e+00,1.95139e+01,761
18600,8.84791e+00,1.95229e+01,765
18700,8.84800e+00,1.95314e+01,769
18800,8.88237e+00,1.95401e+01,773
18900,8.91879e+00,1.95493e+01,777
19000,8.75086e+00,1.95579e+01,782
19100,8.86086e+00,1.95670e+01,786
19200,8.86979e+00,1.95752e+01,790
19300,8.87890e+00,1.95832e+01,794
19400,8.91948e+00,1.95916e+01,798
19500,8.82602e+00,1.95983e+01,802
19600,8.73968e+00,1.96062e+01,806
19700,9.10851e+00,1.96129e+01,810
19800,8.74467e+00,1.96207e+01,814
19900,8.90833e+00,1.96267e+01,818
20000,8.79601e+00,1.96331e+01,822
